date,XLE,SPY
2011-11-07,0.0027365000000000002,0.003104
2011-11-08,0.0081645,0.006415500000000001
2011-11-09,-0.0221095,-0.018451
2011-11-10,0.0086925,0.004705
2011-11-11,0.0102385,0.009411
2011-11-14,-0.0065734999999999995,-0.004737
2011-11-15,-0.000561,0.002483
2011-11-16,-0.007511,-0.007943
2011-11-17,-0.0114025,-0.0079585
2011-11-18,-0.00299,-0.000516
2011-11-21,-0.008951,-0.0095015
2011-11-22,-0.0047065,-0.001968
2011-11-23,-0.015158499999999998,-0.011033
2011-11-25,-0.0035775,-0.0009435
2011-11-28,0.0187215,0.0144835
2011-11-29,0.007173,0.0014200000000000003
2011-11-30,0.027542,0.020575
2011-12-01,-0.0027515,-8e-05
2011-12-02,-0.0004255,-0.00044000000000000007
2011-12-05,0.0061775,0.005446000000000001
2011-12-06,-7e-05,0.0001585
2011-12-07,-0.00477,0.0018610000000000002
2011-12-08,-0.013951999999999999,-0.0109685
2011-12-09,0.01138,0.008471
2011-12-12,-0.0116965,-0.0072985
2011-12-13,-0.004668,-0.0046695
2011-12-14,-0.014063,-0.005323
2011-12-15,-0.002121,0.0018275
2011-12-16,0.005305500000000001,0.0007165
2011-12-19,-0.0087695,-0.005346
2011-12-20,0.020545,0.01513
2011-12-21,0.0055435,0.0009685
2011-12-22,0.005848,0.0044295
2011-12-23,0.00289,0.0044705
2011-12-27,0.0012929999999999999,0.0003955
2011-12-28,-0.01906,-0.006562
2011-12-29,0.010373,0.005167
2011-12-30,-0.00043400000000000003,-0.002458
2012-01-03,0.027774,0.007948
2012-01-04,0.002111,0.000804
2012-01-05,-0.004775,0.002662
2012-01-06,-0.005927,-0.002577
2012-01-09,0.004827,0.002427
2012-01-10,0.008901,0.008671
2012-01-11,-0.013444000000000001,0.000542
2012-01-12,-0.009368,0.002399
2012-01-13,-0.005015,-0.005173
2012-01-17,0.007128,0.003881
2012-01-18,0.016372,0.011056
2012-01-19,0.00408,0.005276
2012-01-20,0.00014,0.000608
2012-01-23,0.007985,0.000532
2012-01-24,-0.0029189999999999997,-0.00114
2012-01-25,0.012267000000000002,0.008367
2012-01-26,-0.013633,-0.00513
2012-01-27,-0.002094,-0.000455
2012-01-30,-0.004757,-0.003414
2012-01-31,-0.006326000000000001,-0.00038100000000000005
2012-02-01,0.003961,0.008757
2012-02-02,0.007609,0.001585
